policy_id,age,gender,marital_status,region,income_bracket,policy_type,policy_tenure,premium_amount,sum_assured,payment_mode,missed_payments,num_claims,agent_contact,loan_on_policy,lapsed
POL00276,30,Male,Married,Semi-Urban,Medium,Whole Life,14,26352,429559,Yearly,3,0,0,0,0
POL00277,62,Male,Married,Urban,Low,Term,10,26146,511464,Monthly,3,1,0,0,1
POL00278,56,Male,Divorced,Semi-Urban,Low,ULIP,17,22435,377054,Yearly,1,0,1,0,0
POL00279,40,Male,Divorced,Urban,Medium,Term,14,44386,863220,Monthly,4,1,1,0,0
POL00280,69,Female,Divorced,Rural,High,ULIP,8,42491,663244,Monthly,4,0,0,0,0
POL00281,37,Male,Married,Semi-Urban,Medium,Whole Life,4,24968,154712,Monthly,0,0,1,0,0
POL00282,24,Male,Divorced,Rural,High,Term,16,13539,149318,Yearly,0,0,1,0,0
POL00283,41,Male,Single,Urban,Medium,ULIP,13,6263,92059,Monthly,3,0,1,0,1
POL00284,45,Female,Single,Rural,Medium,ULIP,18,18305,187823,Yearly,3,0,0,0,0
POL00285,54,Female,Single,Semi-Urban,Medium,Term,14,29398,267544,Monthly,3,0,1,0,0
POL00286,45,Female,Single,Semi-Urban,Medium,Term,18,48702,665317,Quarterly,2,0,1,0,0
POL00287,32,Female,Divorced,Semi-Urban,Medium,Whole Life,5,37080,704613,Yearly,4,2,1,0,0
POL00288,29,Male,Divorced,Semi-Urban,High,ULIP,9,15265,84334,Yearly,4,0,0,0,0
POL00289,57,Male,Single,Urban,Medium,Whole Life,3,37152,614437,Yearly,0,0,0,0,0
POL00290,59,Male,Divorced,Rural,Low,Whole Life,8,32724,518377,Quarterly,4,0,1,0,0
POL00291,61,Female,Single,Urban,High,Endowment,10,35624,693218,Monthly,0,0,1,0,0
POL00292,41,Male,Married,Semi-Urban,Low,Whole Life,19,39119,741722,Quarterly,2,0,0,1,1
POL00293,56,Male,Divorced,Rural,Medium,ULIP,3,44958,738816,Monthly,3,0,1,0,1
POL00294,69,Female,Married,Semi-Urban,High,Endowment,11,34389,440390,Monthly,2,0,0,0,0
POL00295,46,Female,Divorced,Rural,Medium,Whole Life,11,21650,174585,Monthly,3,0,0,0,0
POL00296,56,Female,Divorced,Rural,High,Whole Life,17,31014,408719,Monthly,3,1,0,0,0
POL00297,46,Male,Divorced,Semi-Urban,Medium,ULIP,16,15885,261789,Monthly,0,0,0,1,0
POL00298,50,Male,Married,Urban,Medium,Endowment,7,12434,229221,Quarterly,3,0,1,0,0
POL00299,39,Female,Married,Semi-Urban,Low,Term,4,35028,590070,Yearly,2,2,0,0,0
POL00300,67,Male,Single,Rural,Medium,Term,19,6022,47748,Quarterly,1,1,0,0,0
POL00301,39,Female,Married,Urban,Medium,Endowment,12,29331,410495,Yearly,0,1,1,1,0
POL00302,23,Female,Married,Urban,Medium,Endowment,15,7037,70247,Yearly,3,0,0,0,0
POL00303,56,Male,Single,Urban,Medium,Endowment,11,13756,70679,Yearly,3,1,1,0,0
POL00304,37,Female,Married,Urban,High,Endowment,5,22443,179618,Quarterly,4,1,1,0,0
POL00305,62,Female,Married,Rural,Medium,Term,5,39192,262520,Monthly,0,1,0,0,0
POL00306,57,Female,Single,Rural,High,Whole Life,15,9123,160936,Monthly,0,0,0,0,0
POL00307,54,Male,Married,Semi-Urban,Medium,ULIP,18,21603,191782,Yearly,2,3,1,0,1
POL00308,25,Female,Single,Rural,Medium,Term,11,5405,50106,Monthly,1,1,1,0,0
POL00309,54,Female,Divorced,Semi-Urban,Low,ULIP,12,47597,923336,Monthly,2,0,1,0,0
POL00310,35,Female,Divorced,Rural,High,Term,2,23702,253286,Quarterly,2,0,1,0,0
POL00311,42,Female,Married,Semi-Urban,Low,Endowment,15,47719,245456,Monthly,2,0,1,0,0
POL00312,69,Female,Divorced,Urban,Medium,Term,4,31250,289302,Monthly,1,1,0,1,0
POL00313,41,Female,Married,Urban,Low,Term,18,46751,317415,Quarterly,2,1,1,0,0
POL00314,29,Female,Single,Rural,Medium,Endowment,6,26442,172986,Monthly,0,1,0,0,0
POL00315,28,Male,Single,Urban,High,Whole Life,19,22693,139841,Yearly,1,0,0,1,0
POL00316,24,Male,Single,Semi-Urban,Medium,Endowment,11,29005,403137,Quarterly,3,1,0,1,0
POL00317,38,Female,Divorced,Semi-Urban,High,Whole Life,2,49793,390387,Monthly,4,0,1,0,0
POL00318,54,Male,Single,Urban,Medium,Term,8,42697,444844,Monthly,4,0,1,0,0
POL00319,69,Male,Single,Urban,High,Term,11,33988,609413,Quarterly,0,0,0,1,0
POL00320,33,Female,Married,Urban,Medium,ULIP,5,37333,424292,Yearly,4,0,0,0,0
POL00321,43,Male,Married,Rural,Medium,ULIP,18,34992,655588,Quarterly,4,1,0,0,1
POL00322,43,Female,Married,Semi-Urban,Medium,Term,18,14522,181075,Yearly,4,0,0,0,0
POL00323,67,Female,Married,Rural,Medium,ULIP,14,46470,510359,Quarterly,3,0,1,0,0
POL00324,51,Female,Single,Rural,Low,Whole Life,10,48532,788928,Monthly,4,2,1,0,0
POL00325,59,Female,Married,Semi-Urban,Low,Endowment,3,17121,104397,Quarterly,2,0,1,0,1
POL00326,59,Female,Divorced,Semi-Urban,Low,Term,9,19219,121890,Quarterly,0,0,1,0,0
POL00327,66,Male,Divorced,Semi-Urban,Medium,Term,3,6617,97796,Yearly,0,1,1,1,0
POL00328,29,Female,Divorced,Rural,Medium,ULIP,11,48016,590794,Quarterly,0,1,0,0,0
POL00329,48,Male,Married,Semi-Urban,Medium,Term,12,29276,493482,Yearly,3,0,1,0,0
POL00330,48,Female,Single,Urban,Medium,Term,12,39351,737597,Quarterly,3,0,1,0,0
POL00331,55,Female,Married,Semi-Urban,High,Whole Life,3,11704,126701,Monthly,4,0,1,1,0
POL00332,42,Female,Divorced,Rural,Medium,Whole Life,7,45756,638120,Quarterly,2,0,1,0,0
POL00333,51,Male,Married,Urban,Medium,Endowment,14,22959,287227,Monthly,4,0,1,0,0
POL00334,54,Female,Divorced,Urban,Low,Term,11,33522,661193,Yearly,0,1,0,0,0
POL00335,49,Female,Single,Rural,Medium,ULIP,7,14953,261173,Yearly,2,1,0,0,0
POL00336,68,Female,Single,Rural,Medium,Endowment,10,31567,589547,Yearly,0,4,1,1,0
POL00337,54,Female,Single,Semi-Urban,Low,ULIP,11,27560,242944,Yearly,2,0,1,0,0
POL00338,26,Male,Single,Urban,Low,Term,15,7613,126283,Quarterly,1,0,1,0,0
POL00339,69,Female,Single,Semi-Urban,Medium,ULIP,19,41660,374194,Quarterly,3,1,0,0,0
POL00340,40,Male,Married,Urban,High,ULIP,16,44501,361843,Quarterly,3,1,1,0,0
POL00341,25,Female,Single,Rural,Medium,Endowment,12,42199,808701,Monthly,0,0,1,1,0
POL00342,56,Male,Married,Urban,High,Term,18,29496,156021,Quarterly,0,2,1,0,0
POL00343,38,Male,Divorced,Urban,High,Endowment,13,22765,443481,Monthly,1,0,1,0,0
POL00344,65,Female,Divorced,Urban,Low,Term,5,30721,222387,Monthly,4,0,0,0,1
POL00345,49,Female,Single,Semi-Urban,Low,Whole Life,4,8515,147237,Quarterly,2,0,1,0,1
POL00346,51,Male,Married,Urban,Medium,Endowment,14,9454,86398,Monthly,1,0,1,0,0
POL00347,50,Female,Single,Semi-Urban,Medium,Term,8,45537,467233,Yearly,1,0,1,0,0
POL00348,67,Female,Divorced,Urban,Medium,Whole Life,9,27873,229990,Quarterly,0,1,0,1,0
POL00349,27,Female,Married,Semi-Urban,Low,Whole Life,19,13384,184467,Quarterly,0,0,1,0,0
POL00350,56,Male,Divorced,Semi-Urban,Low,Whole Life,3,18727,191416,Monthly,4,3,1,0,1
POL00351,62,Female,Married,Urban,Low,Endowment,5,8534,126822,Quarterly,4,1,1,1,0
POL00352,58,Female,Divorced,Rural,High,Whole Life,18,38523,201656,Quarterly,0,1,1,0,0
POL00353,45,Female,Single,Rural,High,Term,1,36889,220065,Monthly,3,0,0,0,0
POL00354,50,Male,Single,Urban,Low,Endowment,8,30465,197867,Quarterly,4,0,1,0,0
POL00355,67,Female,Single,Urban,Low,ULIP,19,35593,401663,Quarterly,1,0,1,1,0
POL00356,52,Male,Divorced,Rural,Low,Whole Life,17,26330,453453,Quarterly,0,1,1,1,1
POL00357,56,Female,Divorced,Semi-Urban,High,Endowment,17,13302,243728,Monthly,2,1,0,0,1
POL00358,54,Male,Divorced,Rural,High,ULIP,11,17907,155292,Quarterly,2,0,0,0,0
POL00359,42,Female,Single,Rural,Low,Endowment,2,29430,400705,Quarterly,3,3,1,0,0
POL00360,53,Female,Divorced,Rural,Medium,Whole Life,6,46752,772599,Quarterly,0,0,0,0,0
POL00361,44,Male,Divorced,Semi-Urban,Medium,Whole Life,14,12181,113678,Yearly,1,0,1,0,0
POL00362,54,Male,Single,Rural,Medium,ULIP,3,17875,199040,Quarterly,3,0,0,0,1
POL00363,24,Male,Divorced,Urban,Medium,Term,12,32219,414323,Monthly,1,0,1,1,0
POL00364,39,Female,Married,Urban,Medium,Whole Life,4,41182,289226,Yearly,2,1,1,0,0
POL00365,46,Female,Divorced,Semi-Urban,High,ULIP,12,20005,107821,Monthly,1,0,1,0,0
POL00366,63,Female,Single,Urban,Low,Whole Life,13,47269,344689,Quarterly,2,0,0,0,0
POL00367,52,Female,Married,Semi-Urban,Medium,Term,2,19245,277181,Quarterly,4,0,0,0,1
POL00368,24,Male,Single,Rural,Medium,ULIP,2,11457,69936,Quarterly,2,1,0,0,0
POL00369,61,Female,Single,Rural,Medium,Term,15,11749,92176,Yearly,2,0,1,0,0
POL00370,67,Female,Single,Urban,Medium,Whole Life,17,38064,383221,Quarterly,3,0,1,0,0
POL00371,45,Female,Married,Urban,High,ULIP,7,14821,91416,Monthly,3,2,1,0,1
POL00372,53,Female,Married,Rural,Medium,Endowment,14,37761,297386,Yearly,0,0,1,0,0
POL00373,68,Female,Single,Rural,Medium,Term,12,43051,803721,Monthly,0,0,1,1,0
POL00374,43,Female,Divorced,Urban,Medium,Whole Life,17,18119,95840,Monthly,2,3,0,0,1
POL00375,44,Female,Married,Semi-Urban,Medium,Whole Life,14,12664,187445,Monthly,4,0,0,0,0
POL00376,23,Male,Single,Semi-Urban,Medium,Term,6,34281,369073,Monthly,0,1,1,0,0
POL00377,48,Female,Divorced,Semi-Urban,Medium,ULIP,19,45279,683247,Monthly,2,1,0,0,1
POL00378,63,Female,Single,Urban,Medium,Endowment,6,36821,509248,Quarterly,3,0,1,0,0
POL00379,23,Female,Married,Semi-Urban,Medium,Whole Life,18,43233,361102,Monthly,0,0,0,0,0
POL00380,47,Female,Married,Semi-Urban,Medium,Term,5,29647,524993,Monthly,0,0,0,0,0
POL00381,38,Male,Divorced,Rural,High,Term,6,9382,116140,Quarterly,2,0,1,0,1
POL00382,61,Male,Married,Rural,Medium,Endowment,2,21449,371883,Yearly,2,1,1,0,1
POL00383,54,Male,Single,Rural,High,Endowment,8,22263,246900,Quarterly,1,0,1,0,1
POL00384,30,Male,Single,Rural,High,Whole Life,15,29643,586050,Yearly,1,0,1,0,0
POL00385,64,Male,Divorced,Rural,Low,Endowment,15,14408,238558,Monthly,4,0,0,0,1
POL00386,69,Male,Divorced,Urban,Medium,Term,11,28606,557509,Quarterly,0,1,0,1,0
POL00387,60,Female,Divorced,Semi-Urban,Low,ULIP,1,32603,414543,Yearly,1,0,1,0,0
POL00388,50,Male,Divorced,Semi-Urban,Low,ULIP,18,10069,121888,Yearly,2,2,1,0,0
POL00389,63,Male,Single,Urban,Medium,Term,12,24623,402138,Quarterly,0,1,0,0,0
POL00390,47,Female,Single,Semi-Urban,High,Term,12,49440,900024,Quarterly,1,1,1,0,0
POL00391,56,Male,Single,Semi-Urban,Low,Term,11,21891,426046,Quarterly,4,1,1,0,0
POL00392,46,Female,Single,Semi-Urban,High,Whole Life,8,12704,125366,Quarterly,4,0,0,0,0
POL00393,45,Female,Divorced,Rural,Medium,Term,7,33290,565283,Quarterly,4,0,1,0,1
POL00394,34,Male,Married,Rural,High,Endowment,2,32460,264863,Monthly,4,0,1,1,1
POL00395,28,Female,Single,Urban,High,Term,11,22509,296749,Monthly,2,1,0,1,0
POL00396,57,Male,Married,Rural,High,Term,10,22269,171420,Quarterly,4,0,1,0,1
POL00397,66,Male,Divorced,Semi-Urban,Medium,Whole Life,3,12975,132487,Quarterly,3,0,1,0,1
POL00398,41,Female,Divorced,Urban,High,Term,10,49837,945426,Monthly,4,0,1,0,0
POL00399,22,Female,Married,Semi-Urban,Low,Endowment,18,11565,83168,Yearly,1,1,1,0,0
POL00400,29,Male,Divorced,Semi-Urban,Medium,Endowment,14,27467,397887,Monthly,0,1,0,0,1
POL00401,67,Female,Married,Urban,Low,Endowment,18,9870,137136,Quarterly,1,1,0,1,1
POL00402,37,Female,Single,Semi-Urban,Medium,Term,8,23909,162845,Yearly,0,0,1,0,0
POL00403,35,Male,Divorced,Urban,Low,Whole Life,10,14117,139612,Quarterly,2,2,1,0,0
POL00404,33,Male,Divorced,Urban,Low,Whole Life,13,6938,93279,Yearly,0,4,0,0,0
POL00405,44,Female,Married,Semi-Urban,High,Whole Life,8,33390,260698,Quarterly,3,0,0,1,0
POL00406,36,Male,Married,Semi-Urban,Medium,Endowment,4,49322,838935,Monthly,4,0,1,0,0
POL00407,49,Male,Married,Semi-Urban,High,Whole Life,4,41000,802876,Quarterly,1,0,1,0,0
POL00408,55,Male,Married,Semi-Urban,Low,Term,5,25128,206587,Monthly,0,2,0,0,0
POL00409,23,Male,Married,Urban,Medium,Term,1,36781,287027,Yearly,1,1,1,0,0
POL00410,53,Male,Divorced,Rural,Low,ULIP,17,8465,100090,Monthly,4,1,0,0,0
POL00411,44,Male,Married,Semi-Urban,Low,Endowment,2,5440,88217,Yearly,2,0,0,0,0
POL00412,43,Male,Single,Urban,Low,ULIP,8,10413,96049,Quarterly,4,0,0,0,1
POL00413,46,Female,Married,Rural,Medium,ULIP,7,16663,88283,Monthly,2,1,1,1,0
POL00414,43,Male,Divorced,Urban,Low,Endowment,15,43523,570948,Yearly,1,1,1,1,0
POL00415,43,Female,Single,Rural,Medium,Endowment,5,42780,827750,Yearly,2,0,1,0,0
POL00416,63,Female,Divorced,Rural,Medium,ULIP,2,24547,266805,Yearly,2,0,0,0,0
POL00417,27,Female,Married,Rural,Low,Term,7,21126,238766,Yearly,2,0,1,0,1
POL00418,36,Male,Divorced,Semi-Urban,Medium,ULIP,8,44520,869632,Quarterly,2,1,0,0,0
POL00419,64,Male,Divorced,Rural,Medium,Endowment,7,5005,77172,Quarterly,2,3,1,0,0
POL00420,58,Female,Married,Rural,High,Term,7,42544,671666,Quarterly,0,1,1,0,0
POL00421,54,Male,Divorced,Urban,Medium,ULIP,14,12038,161797,Yearly,2,0,0,1,0
POL00422,29,Female,Divorced,Semi-Urban,High,ULIP,18,11414,223932,Quarterly,2,0,0,1,1
POL00423,65,Male,Divorced,Urban,High,ULIP,6,27123,415876,Yearly,4,1,1,1,0
POL00424,65,Male,Single,Semi-Urban,Medium,Endowment,4,8970,165276,Yearly,4,0,1,0,0
POL00425,26,Female,Divorced,Semi-Urban,Medium,ULIP,10,16050,248625,Yearly,4,0,0,1,0
POL00426,60,Female,Married,Semi-Urban,Low,Endowment,18,7606,121899,Monthly,2,0,1,0,0
POL00427,25,Female,Married,Rural,Medium,Term,12,21482,200989,Quarterly,4,0,0,0,1
POL00428,27,Male,Divorced,Semi-Urban,Medium,Whole Life,16,38293,365781,Quarterly,0,1,0,0,0
POL00429,66,Female,Married,Semi-Urban,High,Term,7,11337,189835,Monthly,1,2,1,1,1
POL00430,53,Male,Single,Semi-Urban,Medium,ULIP,6,38948,368081,Monthly,4,0,1,0,0
POL00431,51,Male,Married,Semi-Urban,High,Endowment,5,29451,395867,Monthly,4,1,0,0,0
POL00432,68,Male,Married,Urban,High,ULIP,3,31265,273265,Monthly,0,0,0,0,0
POL00433,56,Female,Divorced,Rural,High,Term,12,30714,529962,Yearly,3,1,1,0,0
POL00434,61,Female,Single,Semi-Urban,Medium,Whole Life,15,25875,172263,Quarterly,3,2,1,0,0
POL00435,37,Female,Single,Rural,Low,Whole Life,10,18057,314944,Quarterly,0,1,1,0,0
POL00436,34,Male,Married,Rural,Medium,Endowment,19,37400,525131,Quarterly,4,0,1,1,0
POL00437,63,Male,Married,Semi-Urban,Medium,Term,16,10922,85231,Yearly,1,2,1,1,0
POL00438,51,Female,Divorced,Semi-Urban,Low,Term,11,8071,105976,Quarterly,4,0,0,1,0
POL00439,40,Male,Divorced,Rural,Medium,Endowment,8,27025,249642,Monthly,0,0,1,0,0
POL00440,38,Male,Single,Rural,Medium,Endowment,3,32503,320219,Quarterly,0,0,0,0,1
POL00441,40,Female,Divorced,Urban,Low,Endowment,7,28765,295500,Quarterly,2,2,1,0,1
POL00442,49,Female,Single,Rural,Medium,ULIP,7,40560,241323,Yearly,0,1,1,1,0
POL00443,47,Female,Single,Semi-Urban,High,ULIP,14,37782,747684,Monthly,2,0,1,0,0
POL00444,58,Male,Married,Rural,Medium,Endowment,2,23799,130252,Monthly,0,0,1,0,0
POL00445,47,Male,Single,Semi-Urban,Medium,Endowment,10,40453,604264,Monthly,2,2,1,0,0
POL00446,44,Male,Single,Urban,Low,Whole Life,19,32476,343219,Quarterly,2,0,1,0,0
POL00447,30,Male,Single,Semi-Urban,Medium,Whole Life,9,21212,311607,Monthly,4,0,1,0,0
POL00448,33,Male,Single,Semi-Urban,High,ULIP,16,14428,149239,Monthly,2,1,1,0,0
POL00449,22,Female,Married,Rural,Medium,Whole Life,19,36419,550154,Quarterly,3,1,1,0,0
POL00450,22,Male,Divorced,Rural,Medium,Endowment,18,13159,209735,Yearly,0,0,0,0,0
POL00451,68,Male,Divorced,Semi-Urban,Medium,Term,9,29310,450151,Quarterly,1,1,1,0,0
POL00452,55,Male,Single,Urban,High,Endowment,16,41868,280910,Yearly,0,1,0,0,0
POL00453,53,Female,Divorced,Semi-Urban,Low,Whole Life,13,44142,655658,Yearly,4,0,1,0,0
POL00454,69,Female,Divorced,Semi-Urban,Medium,ULIP,10,11004,101234,Monthly,4,1,1,1,1
POL00455,46,Female,Single,Semi-Urban,Low,Endowment,14,43289,235146,Monthly,2,0,0,0,0
POL00456,61,Male,Single,Semi-Urban,Medium,Endowment,12,16412,184183,Quarterly,4,1,0,0,1
POL00457,66,Female,Divorced,Urban,Medium,Whole Life,19,16755,192735,Yearly,4,0,0,0,0
POL00458,22,Female,Married,Semi-Urban,High,Term,7,24017,288386,Quarterly,0,1,0,0,1
POL00459,37,Female,Divorced,Semi-Urban,Medium,Endowment,15,8890,138438,Monthly,3,2,1,0,0
POL00460,60,Male,Single,Semi-Urban,Medium,ULIP,16,33840,325969,Yearly,3,0,1,1,0
POL00461,26,Female,Divorced,Rural,High,ULIP,8,22175,215745,Monthly,2,0,1,1,0
POL00462,43,Male,Divorced,Rural,Medium,Term,10,14191,83844,Monthly,4,0,0,0,1
POL00463,50,Male,Married,Urban,Medium,Whole Life,4,5151,78822,Monthly,4,2,0,0,1
POL00464,24,Female,Divorced,Urban,Medium,Term,19,24447,330459,Yearly,3,2,1,1,0
POL00465,33,Male,Divorced,Semi-Urban,Medium,ULIP,19,27751,284208,Yearly,2,1,1,0,0
POL00466,47,Female,Single,Urban,Low,Endowment,15,34175,532372,Monthly,4,0,1,0,1
POL00467,37,Male,Married,Semi-Urban,Medium,ULIP,14,29288,382512,Yearly,2,0,0,1,0
POL00468,58,Female,Divorced,Urban,Medium,Term,1,42367,510042,Monthly,0,1,0,0,0
POL00469,43,Female,Divorced,Rural,Low,ULIP,16,17274,218859,Monthly,4,0,0,0,0
POL00470,50,Female,Single,Semi-Urban,High,Whole Life,10,17218,250439,Monthly,4,1,1,0,0
POL00471,35,Male,Single,Semi-Urban,Medium,Term,19,28792,429001,Yearly,4,0,1,0,0
POL00472,49,Female,Married,Rural,High,ULIP,3,7977,74460,Quarterly,3,0,1,0,0
POL00473,26,Male,Married,Urban,Low,Endowment,5,22226,158052,Quarterly,3,0,1,0,1
POL00474,68,Female,Married,Semi-Urban,High,Endowment,9,34022,250045,Yearly,4,0,1,0,0
POL00475,51,Male,Single,Rural,Medium,Term,18,8793,128297,Yearly,4,0,1,0,0
POL00476,67,Male,Single,Urban,High,Endowment,11,6659,120481,Monthly,0,0,1,0,0
POL00477,26,Female,Single,Urban,Medium,Term,16,42930,478345,Monthly,0,0,1,0,0
POL00478,33,Female,Single,Urban,Medium,Endowment,2,48473,365622,Quarterly,2,0,1,1,0
POL00479,37,Female,Married,Semi-Urban,Medium,ULIP,12,21040,343983,Monthly,2,0,0,0,1
POL00480,47,Female,Married,Rural,Medium,Endowment,6,9270,162107,Quarterly,3,0,0,0,0
POL00481,47,Female,Married,Semi-Urban,High,ULIP,11,18286,332964,Quarterly,1,0,1,0,0
POL00482,69,Male,Single,Urban,Low,Term,8,8603,121323,Yearly,0,0,1,0,0
POL00483,42,Female,Single,Semi-Urban,High,Endowment,12,22600,404786,Yearly,2,1,1,1,0
POL00484,60,Female,Single,Urban,High,Whole Life,2,7291,38140,Yearly,0,2,1,0,0
POL00485,57,Male,Single,Urban,Medium,Whole Life,9,18123,119766,Quarterly,0,1,0,0,0
POL00486,54,Female,Divorced,Rural,Low,Whole Life,15,8811,56290,Yearly,1,0,1,0,0
POL00487,51,Female,Married,Semi-Urban,High,Endowment,2,18347,287847,Quarterly,0,0,1,0,0
POL00488,58,Male,Married,Rural,Medium,ULIP,1,36276,219242,Yearly,1,0,0,0,0
POL00489,44,Female,Divorced,Semi-Urban,High,Term,10,20513,255293,Quarterly,1,0,0,0,0
POL00490,31,Female,Married,Semi-Urban,High,Endowment,2,10142,122622,Monthly,0,0,1,0,0
POL00491,26,Female,Single,Semi-Urban,Low,Term,12,28246,272871,Monthly,0,2,0,0,0
POL00492,57,Male,Married,Urban,Medium,Term,8,30507,550836,Quarterly,2,0,0,0,1
POL00493,55,Female,Single,Rural,Medium,Endowment,5,31714,239646,Quarterly,0,0,0,0,0
POL00494,52,Male,Single,Rural,High,ULIP,1,17194,176873,Monthly,0,0,1,0,1
POL00495,31,Female,Single,Rural,Low,Whole Life,15,12526,208089,Quarterly,0,1,1,0,1
POL00496,40,Male,Divorced,Urban,Low,Term,6,24362,132927,Quarterly,2,0,1,0,0
POL00497,53,Female,Married,Semi-Urban,High,Term,12,49852,752478,Monthly,1,2,1,0,0
POL00498,22,Male,Single,Semi-Urban,Low,Endowment,8,9595,165475,Quarterly,2,0,1,0,1
POL00499,26,Male,Married,Urban,Medium,Term,13,35394,671920,Yearly,0,0,0,1,0
POL00500,66,Male,Divorced,Semi-Urban,Medium,Endowment,19,20402,370183,Monthly,4,0,0,1,0
POL00501,25,Male,Married,Semi-Urban,Medium,Term,1,32140,314675,Yearly,0,0,0,1,0
POL00502,37,Male,Married,Rural,Medium,ULIP,11,27595,380685,Quarterly,2,0,0,1,0
POL00503,45,Male,Married,Urban,Medium,ULIP,1,47723,293945,Quarterly,2,1,0,0,0
POL00504,37,Female,Married,Semi-Urban,High,Whole Life,8,29911,265252,Yearly,3,0,0,0,0
POL00505,23,Female,Divorced,Urban,Low,Whole Life,5,30752,197222,Quarterly,4,0,0,1,0
POL00506,49,Male,Married,Urban,Medium,ULIP,17,24405,237407,Quarterly,2,0,1,0,0
POL00507,53,Male,Single,Semi-Urban,Medium,Whole Life,8,29220,529694,Yearly,1,1,0,0,0
POL00508,48,Male,Divorced,Semi-Urban,Medium,Whole Life,10,38953,397612,Quarterly,0,0,1,0,0
POL00509,41,Male,Married,Urban,Medium,Whole Life,2,41053,551279,Monthly,1,0,1,0,0
POL00510,45,Female,Married,Urban,Low,ULIP,9,8447,97146,Yearly,2,0,0,0,1
POL00511,33,Male,Single,Semi-Urban,High,Whole Life,3,15662,186123,Yearly,2,0,1,0,0
POL00512,56,Female,Divorced,Rural,Medium,Endowment,18,9899,193461,Yearly,1,0,1,1,0
POL00513,54,Female,Divorced,Semi-Urban,Medium,Whole Life,7,33582,317091,Yearly,1,0,0,0,0
POL00514,54,Male,Single,Urban,Medium,Endowment,15,6935,99932,Monthly,3,0,0,0,1
POL00515,64,Male,Married,Urban,Low,Whole Life,18,47213,533551,Yearly,0,0,1,0,0
POL00516,58,Female,Married,Semi-Urban,Low,Endowment,3,47042,278356,Yearly,1,1,1,1,0
POL00517,33,Female,Divorced,Semi-Urban,Low,Whole Life,14,15335,189233,Quarterly,0,1,1,0,0
POL00518,24,Male,Divorced,Urban,Low,Endowment,2,22669,389910,Yearly,4,0,0,0,0
POL00519,22,Male,Married,Urban,Low,Whole Life,14,13545,87789,Quarterly,2,1,1,0,1
POL00520,54,Male,Single,Urban,Medium,Endowment,11,45247,273467,Yearly,1,0,1,0,0
POL00521,61,Female,Single,Rural,Medium,ULIP,16,43023,314260,Yearly,4,0,1,0,0
POL00522,31,Female,Married,Rural,Medium,Term,8,23269,383147,Monthly,2,0,1,1,1
POL00523,64,Male,Single,Urban,Low,Term,7,42830,679280,Quarterly,3,1,0,0,1
POL00524,65,Female,Divorced,Urban,High,ULIP,11,12066,162592,Monthly,2,0,0,0,1
POL00525,50,Female,Married,Semi-Urban,High,ULIP,3,15712,188911,Quarterly,1,0,0,0,0
POL00526,34,Male,Single,Urban,High,Endowment,17,20991,384657,Yearly,4,0,1,0,0
POL00527,33,Male,Single,Rural,Medium,Endowment,14,40790,673054,Monthly,4,0,0,0,0
POL00528,52,Female,Divorced,Urban,Medium,Whole Life,6,26649,457806,Quarterly,4,0,1,0,0
POL00529,67,Female,Divorced,Rural,Low,Whole Life,8,39315,676176,Quarterly,2,0,1,0,0
POL00530,23,Male,Married,Semi-Urban,High,Term,5,35806,524226,Monthly,0,1,0,0,0
POL00531,56,Male,Divorced,Rural,Low,Term,8,17210,204286,Quarterly,0,0,1,0,0
POL00532,44,Male,Divorced,Semi-Urban,Medium,Endowment,2,41972,754243,Yearly,2,2,1,1,0
POL00533,38,Male,Married,Rural,Medium,Endowment,15,45358,856817,Quarterly,1,0,1,0,0
POL00534,47,Male,Single,Rural,Medium,ULIP,12,39136,209655,Yearly,2,1,1,0,0
POL00535,29,Female,Divorced,Rural,Medium,Endowment,17,49297,284607,Quarterly,0,0,1,0,0
POL00536,50,Female,Married,Rural,Low,Whole Life,1,20945,405938,Monthly,2,0,0,0,0
POL00537,47,Female,Divorced,Rural,Medium,ULIP,15,34665,317441,Yearly,4,3,1,1,0
POL00538,31,Female,Divorced,Semi-Urban,High,Endowment,14,47477,859359,Quarterly,1,0,1,0,0
POL00539,47,Male,Single,Urban,High,Whole Life,16,18644,201950,Yearly,1,0,1,0,0
POL00540,55,Male,Divorced,Semi-Urban,Medium,Whole Life,9,9917,67301,Monthly,3,2,1,0,0
POL00541,62,Male,Divorced,Urban,Medium,Term,1,24868,154346,Quarterly,2,1,0,0,0
POL00542,28,Female,Divorced,Semi-Urban,Low,ULIP,17,16877,124005,Quarterly,4,0,0,0,0
POL00543,25,Female,Single,Rural,Low,Term,13,18224,159430,Yearly,2,1,1,0,0
POL00544,66,Female,Divorced,Urban,Low,ULIP,5,8052,99263,Monthly,3,0,0,0,0
POL00545,32,Male,Married,Urban,Medium,ULIP,10,32272,500941,Monthly,3,0,1,0,1
POL00546,50,Female,Married,Semi-Urban,Medium,Term,6,46150,913584,Quarterly,2,3,0,1,0
POL00547,57,Male,Single,Urban,Medium,Term,19,35668,414554,Yearly,2,0,1,1,0
POL00548,46,Male,Single,Rural,Low,Endowment,13,22316,285037,Quarterly,2,0,1,0,0
POL00549,42,Male,Single,Urban,Medium,ULIP,1,12240,157005,Quarterly,0,1,1,0,0
POL00550,57,Male,Divorced,Semi-Urban,Low,Endowment,15,36559,478612,Yearly,3,1,1,0,0
